CustomerID,ProductID,Quantity,Price,TransactionDate,PaymentMethod,StoreLocation,ProductCategory,DiscountApplied(%),TotalAmount
262336,B,8,17.17481034,8/17/2023 14:36,PayPal,466 Hernandez Place Apt. 122 South Jacktown; AK 47648,Clothing,1.88997025,134.8016922
158615,D,5,13.6372685,5/28/2023 15:28,Credit Card,USCGC Yates FPO AP 79054,Books,6.827116245,63.53118165
483143,A,9,71.32753179,6/11/2023 16:52,Credit Card,2500 Matthew Highway Suite 765 West Jasmine; NC 61682,Books,14.55092136,548.5384686
832662,C,9,91.91020033,4/10/2024 13:08,Cash,23450 Taylor Fork Suite 534 Pottermouth; SD 75233,Electronics,9.251104993,750.6674207
47064,B,1,30.77228062,7/29/2023 9:24,Cash,8204 Michael Rest Woodshire; AK 95240,Electronics,13.77582837,26.53314406
162927,C,6,14.91181091,10/13/2023 11:06,Debit Card,28736 Beard Rest New Melissaview; MA 53459,Home Decor,6.491947922,83.66246345
866452,A,7,90.57588216,11/4/2023 22:08,Cash,4142 Anthony Shoals Greerchester; MO 75802,Home Decor,17.04410645,525.9662267
257958,B,3,41.87440461,9/19/2023 3:04,Debit Card,97444 Jeffery Valley Suite 312 Sergiofort; NY 41323,Clothing,15.18432061,106.5481823
125200,D,7,59.47487614,4/18/2024 11:10,Cash,PSC 3290; Box 2316 APO AP 36280,Clothing,19.43619541,335.406561
400136,A,7,85.2622689,2/24/2024 13:34,Debit Card,15180 Charles Roads Apt. 453 Stacyburgh; MH 22997,Home Decor,4.692704326,568.828139
861148,A,2,32.50029284,2/25/2024 12:14,Cash,93566 Sean River Apt. 658 Jeffreyhaven; ID 29577,Home Decor,2.82029918,63.1673747
553794,A,7,64.10994616,11/24/2023 9:31,PayPal,3283 Julie Corner Apt. 698 West Tina; GA 54916,Clothing,18.39614935,366.213293
615411,B,1,99.23587972,7/28/2023 1:09,Credit Card,15551 Shane Centers New Chase; MA 03137,Electronics,16.16168485,83.19768958
707892,D,5,76.71786328,5/6/2023 22:41,Cash,239 Joseph Heights New Christina; MA 19817,Books,11.45112066,339.6640409
19731,C,9,45.76065507,11/8/2023 17:06,Cash,38494 Wilson Stream Suite 172 Leahton; NJ 58483,Books,11.42514306,364.7919129
602287,C,7,79.12165327,8/20/2023 5:38,Credit Card,Unit 6569 Box 7294 DPO AA 99367,Electronics,3.880033953,532.3619438
870343,A,7,11.95954954,5/24/2023 12:58,PayPal,863 Summers Corners Suite 943 Thomasside; MO 34496,Home Decor,16.03741327,70.29083006
519251,A,2,29.38059336,3/9/2024 18:18,Credit Card,94911 Ashley Stream Apt. 362 Lake Matthewton; NJ 40220,Books,0.4077435,58.52159179
113512,B,8,77.02105632,5/21/2023 20:45,Cash,PSC 7423; Box 8094 APO AP 56985,Books,1.395002744,607.5728838
951091,B,3,33.60123902,3/30/2024 21:04,Cash,7367 Fields Spring Suite 830 Jamesfurt; MI 29874,Electronics,14.0490817,86.6417205
790877,D,8,21.35022545,12/6/2023 17:40,Cash,4202 Lisa Lane Apt. 105 East Julie; GA 43595,Home Decor,6.373460582,159.915818
8546,D,3,36.39737653,9/20/2023 9:10,Cash,61459 Sanchez Park Suite 077 New Erin; UT 94700,Electronics,18.73283201,88.73735137
226436,B,7,25.42013219,5/3/2023 18:43,Credit Card,506 Newton Brook Apt. 141 South Donnahaven; VA 37857,Home Decor,13.52487728,153.8746336
676118,C,2,47.85813369,12/3/2023 7:43,Debit Card,87667 Catherine Extensions Phillipsside; AK 44149,Clothing,19.31932421,77.22453136
834334,D,4,21.20867309,5/21/2023 21:07,Cash,13696 Michelle Turnpike Russellburgh; ID 47319,Electronics,1.18612453,83.82844726
468039,C,6,85.39335028,5/13/2023 6:24,Credit Card,14079 Lambert Rapids West Charlotte; OR 58476,Clothing,11.46578632,453.6139873
237719,D,9,80.19779278,11/11/2023 8:01,Debit Card,8189 Matthew Causeway New Nicole; PA 72420,Home Decor,12.14080429,634.1502214
380140,B,5,37.62750734,4/8/2024 6:08,Cash,401 Priscilla Springs Townsendview; AK 98536,Clothing,9.951551507,169.4149328
169245,B,9,56.79342477,9/25/2023 14:44,Debit Card,2557 Rodney Ridge West Roy; NE 98568,Home Decor,16.33638588,427.6388857
237145,D,5,86.95313174,5/11/2023 5:18,PayPal,96956 Kelly Club Mendezchester; KY 91276,Books,6.850342885,404.9827203
989695,C,8,93.61198557,3/26/2024 22:39,Debit Card,502 Goodwin Spurs North Sandy; ID 59896,Home Decor,6.940419046,696.919372
838583,D,1,18.1978494,6/13/2023 12:05,Credit Card,3271 Acosta Run Changborough; FM 54071,Electronics,18.25975113,14.87496739
225214,A,7,74.98185225,7/16/2023 5:03,Credit Card,67279 Tyler Vista Spencerside; HI 61730,Books,11.63601202,463.7986844
473896,D,4,22.19134377,9/18/2023 3:34,Debit Card,63964 Allen Mission Andrewsland; IN 64690,Electronics,19.21442564,71.7096181
421070,D,5,11.80303319,8/19/2023 19:00,Cash,1458 Joseph Route Suite 897 South Ricardoville; DE 84364,Books,17.94806207,48.42308733
55038,C,6,17.10500758,6/2/2023 8:16,Cash,128 Stewart Ferry Montesburgh; PR 40179,Electronics,13.19161348,89.09148659
821451,C,5,61.82921665,2/21/2024 21:19,PayPal,67548 Thompson Land South Rachael; MD 71993,Clothing,3.215371875,299.2058871
660871,C,1,43.94042744,9/30/2023 16:56,PayPal,537 King Crescent Apt. 656 Jessicashire; OR 21514,Clothing,15.71770639,37.03400007
888768,B,9,20.68075368,9/5/2023 15:26,Debit Card,965 Matthew Extension South Tony; NM 81272,Books,12.52672657,162.8111899
899376,C,2,52.68940598,8/5/2023 4:58,Cash,3810 Grant Meadows Apt. 767 Kathrynbury; MA 53536,Electronics,18.67695111,85.69726277
994315,B,9,55.74080004,4/28/2024 21:49,Debit Card,068 Kyle Junction Port Anthony; NC 05227,Home Decor,12.84788752,437.2135627
779829,C,2,80.86554709,9/1/2023 23:55,Debit Card,21396 Sydney Trafficway Ericside; MT 42350,Home Decor,0.500723086,160.9212692
786243,A,9,69.72957696,8/19/2023 4:18,PayPal,6037 Smith Oval Suite 470 Allenton; ME 82040,Books,5.710200069,591.7309074
706538,C,6,51.9369989,9/25/2023 7:41,Credit Card,7487 Adam Oval South Stevenfort; MN 23808,Electronics,14.3048571,267.0449126
88606,C,9,39.19027134,11/25/2023 3:42,Debit Card,539 Cynthia Throughway Suite 352 South John; MD 46877,Electronics,4.438079436,337.0587837
852970,D,6,10.18076901,10/30/2023 1:09,Credit Card,63924 Sanchez Mission Ricetown; MD 55167,Home Decor,19.66524141,49.07217725
771010,A,6,84.8837576,12/27/2023 16:02,PayPal,341 Leach Oval Jessicamouth; NM 12950,Books,8.963976933,463.6487829
861475,B,2,34.0286857,4/5/2024 22:00,PayPal,6660 Proctor Lane Suite 059 North Samantha; CA 52912,Electronics,4.324350935,65.11433182
928488,B,8,29.18967193,5/3/2023 19:36,Credit Card,51953 Daniels Greens Andrewland; MO 19561,Books,0.994699324,231.1945797
375802,B,3,76.11407367,2/7/2024 1:21,Cash,249 Phillips Forges Suite 332 Williamfort; IN 14354,Books,18.30620729,186.5414207
83793,B,7,16.44843711,8/9/2023 2:24,Debit Card,3069 John Lights Apt. 858 West Thomasfurt; RI 94282,Clothing,1.084281041,113.8906288
713614,D,5,33.63567312,7/4/2023 10:52,Cash,348 Kevin Mews North Elizabethshire; AL 96541,Books,5.269519849,159.3161733
626951,B,3,49.15525465,5/30/2023 2:32,Credit Card,76688 Yolanda Lock Suite 212 Carpenterbury; FM 86007,Clothing,12.02766226,129.7290799
210317,D,1,49.74244807,6/11/2023 23:12,Cash,975 Donna View Suite 775 West Anthony; IL 84133,Books,1.700966635,48.89634562
118509,B,8,24.20630723,11/25/2023 17:56,PayPal,586 Kristen Run Apt. 172 Wellsland; DE 34054,Home Decor,6.877171975,180.3327828
978087,B,3,13.61087758,8/11/2023 18:21,Credit Card,PSC 8348; Box 3940 APO AE 53302,Electronics,5.942217119,38.40626904
156850,D,2,52.34804661,10/7/2023 15:17,PayPal,9313 Sarah Shoal Apt. 641 West Dustinview; FM 73423,Home Decor,11.87674138,92.26160899
418051,B,1,42.17176827,12/17/2023 2:09,PayPal,79830 Nicholas Drives South Stephen; WY 09938,Electronics,16.00850864,35.4206971
778393,C,4,35.63644122,12/24/2023 15:06,Cash,6426 Kevin Squares Suite 758 South Thomas; NC 42099,Electronics,17.50498744,117.5931466
314299,B,8,34.35659764,4/25/2024 20:40,Cash,96694 Maria Overpass Melaniechester; WI 30395,Clothing,15.92806782,231.0740437
947354,C,3,55.37591172,1/21/2024 12:36,Cash,16078 Wilson Tunnel Suite 639 Reynoldsview; GA 91331,Books,19.66508721,133.4585712
672047,B,1,11.94988303,9/30/2023 12:09,Credit Card,3735 Smith Skyway Gallowaymouth; VA 40193,Electronics,12.22343697,10.48919661
73175,C,4,19.547408,3/12/2024 23:04,PayPal,89087 Xavier Street Suite 052 East Jacob; NH 56450,Home Decor,15.8423672,65.80254337
485946,A,9,39.26836763,10/20/2023 1:17,Debit Card,740 Davis Stravenue Carlystad; NC 72526,Clothing,1.594568333,347.77986
628342,B,1,53.18329917,10/24/2023 8:26,Credit Card,66814 Smith Stream Apt. 295 East Bradleystad; GA 80448,Home Decor,11.53484997,47.04868541
89106,A,2,72.44445567,10/5/2023 22:54,Cash,4000 Courtney Island Apt. 048 East Johnhaven; CO 12253,Electronics,8.082115711,133.1788219
985978,A,9,36.37962798,6/19/2023 18:36,Debit Card,141 Latasha Radial Suite 590 North Williammouth; MT 03062,Home Decor,1.088539504,323.8525923
669653,B,2,70.03404402,3/25/2024 11:09,Credit Card,2411 Gilmore Plaza Apt. 302 Brendatown; MS 80700,Home Decor,5.620278332,132.1958716
387211,A,3,44.84350485,8/25/2023 1:17,Credit Card,39402 Roger Skyway Apt. 574 Danielleborough; VT 50296,Electronics,13.49115063,116.3808002
664474,A,7,79.72484514,9/24/2023 11:16,PayPal,31025 Emily Knolls Suite 311 Nortonborough; NY 26984,Home Decor,11.4450368,494.2021509
257071,A,3,53.2556954,9/21/2023 13:42,PayPal,Unit 6888 Box 4537 DPO AA 97229,Books,9.670464643,144.3168666
59989,C,9,58.72513463,4/26/2024 0:43,Cash,USS Gonzales FPO AP 63895,Electronics,1.136059034,522.5218419
5778,D,6,49.1563268,8/12/2023 3:07,Credit Card,278 Velasquez Crest Suite 669 Gomezstad; MH 04900,Electronics,2.4977766,287.5710694
551077,D,3,21.96034831,6/18/2023 16:58,Cash,1787 Darren Plain North Joseph; MS 58135,Electronics,1.431979009,64.9376422
301541,C,9,25.40504094,6/29/2023 19:09,PayPal,7410 Miller Ford North Michael; CT 75673,Clothing,17.85423825,187.8224796
367436,C,1,46.04451166,10/8/2023 16:54,PayPal,16133 Erica Junctions Suite 003 Kennethview; NC 96263,Home Decor,4.862933882,43.8053975
419127,B,3,18.89375657,4/24/2024 4:24,Credit Card,04250 Smith Avenue Cynthiamouth; KY 06508,Clothing,16.19494601,47.50176869
366219,A,1,22.61723256,1/1/2024 19:17,PayPal,USS Crawford FPO AE 07789,Clothing,13.64396703,19.5313448
266980,B,2,66.13615986,8/17/2023 14:51,PayPal,12232 Scott Burgs New Anthony; DC 20552,Electronics,11.4105363,117.1793387
975303,B,8,66.99175206,7/14/2023 21:41,Credit Card,7751 Brian Mission Suite 900 North Stevenstad; CA 71221,Books,7.907125265,493.5570425
101357,C,7,21.46928644,4/10/2024 14:05,PayPal,430 Knight Land Laurenburgh; CO 82706,Electronics,15.49231783,127.0023745
61659,A,2,86.8436634,1/18/2024 1:29,Credit Card,1673 Timothy Glens Davenportshire; AK 06730,Home Decor,16.50849827,145.0141575
571472,C,2,87.1053039,11/30/2023 17:10,PayPal,4208 Elliott Glens Montoyashire; MP 05424,Electronics,0.413823808,173.4896828
641503,B,9,44.17564324,11/8/2023 6:44,Debit Card,845 Margaret Underpass Suite 401 Lake Josephburgh; NH 91785,Electronics,4.283904359,380.5488084
334909,A,6,54.81650938,4/14/2024 12:06,Cash,786 Ryan Ridge South Raymond; CO 86578,Home Decor,18.93799396,266.6121729
677790,C,5,82.13912644,8/18/2023 16:22,Debit Card,015 Lloyd Highway Suite 138 Lake Kennethbury; MS 91799,Electronics,17.39643192,339.2492462
423154,C,6,78.64363367,4/18/2024 3:48,Cash,61401 West Falls Port Hollytown; LA 24819,Clothing,4.816978439,449.1323208
580153,B,9,42.64732472,12/10/2023 22:08,Credit Card,1418 Lee Corners Suite 258 Flynnville; GU 15187,Clothing,6.355698849,359.4311028
588797,D,7,38.5387779,7/2/2023 6:08,PayPal,5612 Jessica Avenue Suite 465 Andrewchester; DC 25853,Home Decor,15.59933918,227.6888825
178986,C,9,69.79080099,7/13/2023 23:34,Debit Card,430 Jasmine Rest Suite 936 Port Cory; SD 70196,Electronics,2.079766282,615.053839
690763,B,4,42.71677526,1/29/2024 22:49,Credit Card,3438 Stevens Extensions Paulborough; SD 46056,Electronics,13.26084678,148.2086766
489457,B,2,72.05058527,3/7/2024 17:55,Cash,8780 Martha Tunnel East Kimtown; KS 58172,Books,4.506250232,137.6076112
832246,A,8,21.66632929,6/14/2023 23:08,PayPal,171 Jimmy Mission Fordland; MH 61406,Home Decor,17.89899584,142.3061913
349219,A,4,70.48351056,1/11/2024 9:12,Debit Card,84588 Valerie Extension Kimberlyhaven; NJ 00905,Books,16.61602933,235.0877991
478471,A,9,80.66314666,1/14/2024 10:08,Debit Card,6156 Larson Locks South Elizabeth; HI 13298,Clothing,0.694149258,720.9290162
274759,B,4,91.41443647,9/24/2023 0:25,Cash,88745 Joshua Run North Ashleyburgh; FL 05051,Electronics,17.47504265,301.7588988
351249,A,8,51.0564659,5/28/2023 11:23,Debit Card,217 Barker Pike West Adammouth; IL 25634,Home Decor,8.500699059,373.7304751
865802,D,9,60.42736512,8/18/2023 18:47,Debit Card,14834 Leslie Brook Apt. 190 Lake John; CA 49017,Clothing,12.66165745,474.9863323
953355,C,9,36.00192405,1/11/2024 11:16,Credit Card,4756 Young Unions Suite 289 Melanieville; OK 64250,Home Decor,15.43677241,273.9995008
682187,C,4,23.54447605,1/12/2024 4:13,Credit Card,30941 Howell Trace Apt. 405 Port Chris; MS 62477,Books,0.997815012,93.23818295
541126,A,1,25.57988124,10/28/2023 19:49,PayPal,Unit 5705 Box 7535 DPO AE 72577,Home Decor,4.225708006,24.49895015
40983,C,3,86.0116167,11/7/2023 18:52,Debit Card,162 Allen Knoll New Michaelmouth; NY 86446,Electronics,9.305130421,234.0243708
307404,A,9,58.732686,5/23/2023 13:01,Debit Card,0667 Garcia Plain New Melissahaven; MI 98047,Clothing,5.8256009,497.800387
169411,C,4,43.86790992,8/9/2023 23:46,Debit Card,281 Mann Shores Johnburgh; AK 92734,Home Decor,9.654368501,158.530961
375915,C,5,87.75549675,12/1/2023 3:02,Cash,103 Beth Brooks Suite 602 Williamburgh; NC 19376,Books,6.380714951,410.7803433
446047,A,7,20.24199447,3/18/2024 20:33,Debit Card,48984 Kim Overpass Suite 507 Steinland; NC 76770,Electronics,9.371105008,128.4156714
786813,A,5,63.48085053,2/23/2024 1:37,PayPal,93008 Melanie Villages Suite 416 Perkinschester; OK 27849,Electronics,8.775815028,289.5494425
364826,C,4,81.16759599,9/10/2023 13:15,Cash,27555 Joe Mews East Lisa; CT 16578,Books,11.28557963,288.0294492
108737,C,2,21.24259186,4/9/2024 14:41,Credit Card,047 Mills Islands Jamesfort; FM 52420,Books,0.192449256,42.40342129
459887,C,2,20.84930719,5/19/2023 0:55,PayPal,66001 Archer Park Suite 447 Howardside; NC 50606,Home Decor,4.987069059,39.61907568
851398,B,4,13.00365144,5/9/2023 20:03,Debit Card,090 Rodriguez Burgs Tanyafurt; OR 68251,Electronics,16.84792054,43.25122633
584830,C,9,94.77635223,7/10/2023 11:30,Cash,99109 Jeffrey Shoals Suite 412 East Rodneymouth; MS 03258,Electronics,7.220298815,791.3989475
362852,A,8,72.29631957,11/21/2023 1:40,Cash,Unit 7663 Box 0243 DPO AP 96697,Home Decor,15.10366719,491.0153926
359908,C,3,16.42959736,4/17/2024 9:22,PayPal,PSC 2133; Box 6992 APO AP 27530,Electronics,13.23374852,42.7660373
830248,B,9,70.41320434,6/27/2023 3:15,Cash,2164 Morrison Mountain West Jeremiah; HI 33594,Home Decor,16.60818612,528.4696348
385383,A,5,37.32507103,12/20/2023 6:49,PayPal,0591 Brown Creek Suite 381 Nicholestad; OK 46204,Home Decor,13.39962821,161.6182514
122521,B,3,19.84000256,10/16/2023 12:09,Credit Card,0247 Hanson Springs Suite 339 Lake Sarah; IA 93177,Electronics,1.915532659,58.37988248
661452,A,5,99.29980076,8/24/2023 19:54,PayPal,141 Moore Corner Suite 522 West Rebeccafurt; CT 91747,Books,13.22743205,430.8249354
243886,D,4,26.18947183,2/5/2024 1:04,Credit Card,405 Gordon Streets Danahaven; AK 43617,Clothing,14.19143298,89.89124195
23322,A,8,81.86860117,10/29/2023 18:55,PayPal,1024 James Ville Port Jason; WA 07379,Books,6.036151397,615.4151076
219393,D,5,89.32635429,6/10/2023 9:31,Cash,2993 Richard Port East Ericaside; MN 61457,Electronics,16.75787889,371.7857601
611236,D,8,57.72950719,9/19/2023 8:19,Debit Card,474 Cortez Stravenue West Alexanderberg; VI 33845,Books,4.027315508,443.2364623
107740,D,9,97.84025712,11/26/2023 21:22,Cash,79621 Briggs Ford Suite 572 South Jessica; VI 62436,Clothing,3.976276702,845.5487199
652606,D,4,20.78805347,3/2/2024 11:30,PayPal,14384 George Fort Apt. 431 East Paulstad; AK 00755,Home Decor,4.845412538,79.12314608
246722,D,7,96.47827447,5/8/2023 18:51,Debit Card,668 Henry Roads Suite 693 West Katelynview; SC 63782,Clothing,18.73938013,548.7919071
2277,B,2,16.35931893,1/22/2024 3:11,Cash,69924 Christine Common Danielhaven; IN 92818,Clothing,7.657858597,30.21309084
34210,B,6,52.96059451,2/26/2024 19:24,Cash,118 Alexandria Ridges Apt. 265 North Suzanneton; HI 07829,Electronics,1.475679202,313.0743962
33857,B,8,86.95243033,10/25/2023 6:49,PayPal,2071 Scott Lodge Apt. 002 West Tylertown; PR 20871,Electronics,8.283751248,637.9960584
994074,A,7,59.78724441,8/24/2023 7:39,Debit Card,5302 Steven Keys Suite 603 Fisherstad; TX 27217,Books,8.860797501,381.4273243
572103,D,7,62.51140375,7/15/2023 8:34,PayPal,849 Janet Rue Suite 014 Thomasside; CA 32453,Books,15.97781778,367.664119
413816,D,8,24.48858623,3/8/2024 18:22,PayPal,5363 Morales Greens Apt. 599 Natashachester; MO 68252,Home Decor,9.851381119,176.6089782
306492,D,7,98.59128813,5/6/2023 16:21,PayPal,4007 Mcdonald Trafficway Suite 679 South Mariamouth; WA 21333,Books,18.75949627,560.6724137
955911,C,5,30.80123669,6/12/2023 20:07,Cash,0468 Hernandez Stream Apt. 190 Ryanhaven; MT 08852,Clothing,12.62476724,134.5632613
51154,D,7,87.30366257,8/17/2023 21:35,Credit Card,488 Jose Plaza Lisafort; CA 93472,Electronics,18.87374816,495.7833241
381069,D,3,96.09000679,7/20/2023 14:33,Cash,5438 Dawn Glen Barbaramouth; TN 72140,Clothing,13.58402892,249.1113374
625839,B,5,35.27004451,4/28/2024 8:49,PayPal,89068 Cody Spurs Apt. 976 Millerberg; MN 79839,Home Decor,18.46041599,143.7952379
968976,C,7,75.74628892,3/28/2024 16:25,Debit Card,0464 Harrison Street Suite 449 South Kristenbury; MN 92486,Home Decor,2.050980313,519.3492321
443345,C,9,17.23366199,9/13/2023 21:49,Debit Card,0605 Wilson Centers Suite 826 East Evan; TX 49927,Electronics,2.157859414,151.7560541
867219,D,2,76.73007796,7/24/2023 12:05,Credit Card,148 Sanders Divide Apt. 026 Brianshire; MN 93053,Home Decor,6.814666503,143.0023581
32343,B,4,53.59030711,5/6/2023 2:48,PayPal,7818 Kim Ramp Suite 018 Kennedyland; NE 37843,Electronics,10.74630648,191.3253139
229209,B,7,20.6141302,5/6/2023 19:02,Credit Card,7264 Brady Dale North Alexandershire; SC 62469,Electronics,17.78757454,118.631635
889143,C,1,90.51772778,12/18/2023 23:25,Debit Card,33240 Stephenson Ford Parkerfort; AS 17908,Electronics,16.49624984,75.58569726
987884,A,2,71.09733796,7/10/2023 6:45,Debit Card,4816 Valerie Mall New Jenniferhaven; PW 94169,Clothing,9.954188607,128.0403497
213167,C,9,25.17314662,8/31/2023 21:54,Credit Card,92888 Jeffrey Rue Suite 415 Ryanmouth; IN 46664,Home Decor,17.58786317,186.7115524
169557,B,7,57.95264838,5/7/2023 4:24,PayPal,24895 Vincent Mill Whitneyfurt; RI 03316,Electronics,3.745001558,390.4762456
682030,B,7,39.32846904,5/25/2023 21:55,Cash,52974 Gordon Cape Suite 814 Smithville; SC 26111,Electronics,11.29846215,244.194698
855924,D,6,73.95071579,2/17/2024 11:22,Cash,522 Lisa Rue Turnerbury; OR 16943,Clothing,3.060485963,430.1247871
59355,C,3,66.47159715,8/20/2023 0:09,Debit Card,57274 Tate Ridge New Julie; IA 28387,Electronics,19.56529932,160.3986906
749488,B,3,27.05901716,9/20/2023 15:04,Cash,119 Weber Junction Willisside; NC 82838,Home Decor,14.305421,69.56433252
85673,C,2,31.79010629,7/12/2023 22:15,Credit Card,76497 Cannon Union Apt. 640 West Melissa; VT 07942,Clothing,13.50472461,54.99387997
663957,D,6,73.40897207,8/12/2023 5:29,PayPal,8440 Melissa Summit Apt. 158 Amandafurt; UT 77642,Home Decor,18.77160063,357.7735981
365362,A,4,70.7645761,6/13/2023 15:56,Cash,3304 Hernandez Knolls Suite 694 Kennethborough; NH 10914,Electronics,3.734202232,272.4883349
543724,B,5,38.10196144,12/23/2023 23:06,Credit Card,Unit 5315 Box 8964 DPO AE 75687,Books,12.56935891,166.5639458
361855,A,3,53.04169928,11/5/2023 9:56,PayPal,29479 Romero Viaduct Rodriguezberg; PW 19849,Clothing,1.423308942,156.8602561
578412,A,6,52.04758995,1/20/2024 23:03,PayPal,6952 Yang Ford North Troymouth; CT 36797,Books,9.338274419,283.123459
289962,D,3,21.19980397,6/13/2023 21:40,Credit Card,145 Hunt Bypass Suite 492 Port Albertview; PR 21094,Books,7.054124674,59.11303011
919036,A,8,65.89519613,1/23/2024 22:14,Credit Card,161 Thomas Lights Cherylchester; RI 49279,Books,13.68166929,455.0370665
156691,A,9,33.79935112,11/22/2023 5:15,Credit Card,894 Keith Gateway Apt. 186 East Roy; IN 37177,Books,7.595789235,281.0882128
117037,D,4,51.39069267,1/25/2024 8:45,Cash,652 Alvarez Wall South Randyland; GU 77370,Home Decor,0.757583651,204.0054607
570753,C,9,16.45847062,5/17/2023 18:08,PayPal,03429 Norris Manors Marshtown; PR 91023,Electronics,3.556087482,142.858737
510351,C,7,65.26382156,12/6/2023 7:47,Debit Card,433 Gonzales Meadow Apt. 010 Port Michael; WA 79628,Books,13.39108361,395.6700205
277527,C,3,85.56390954,8/28/2023 13:04,Credit Card,PSC 2236; Box 6072 APO AE 95181,Clothing,10.18485025,230.5480604
560926,C,7,61.26336543,11/4/2023 23:49,Cash,3142 Jennifer Green Apt. 847 Perryport; ND 38869,Books,19.4198136,345.5629384
615484,C,1,63.71272793,5/29/2023 15:48,Debit Card,Unit 2639 Box 4042 DPO AP 72488,Clothing,0.830718675,63.1834544
634200,D,3,70.59767743,12/25/2023 15:26,Debit Card,56547 Simmons Gateway Lake Adam; NH 71005,Books,19.97251197,169.4926436
235885,A,6,27.67030656,2/17/2024 17:41,Debit Card,7993 Hill Ridges Suite 568 South Tyler; MI 85614,Books,0.903566994,164.5217208
747256,D,4,16.19112222,12/20/2023 7:49,Debit Card,15812 Mark Mill Suite 077 North Tyler; GU 12493,Books,1.363492705,63.88142978
898449,D,7,86.85997135,12/26/2023 10:46,Cash,USNS Thornton FPO AA 89304,Clothing,8.312944861,557.4754488
348884,C,3,86.19470482,10/31/2023 1:40,PayPal,919 Schwartz Row Apt. 475 Port Michaelton; AR 19206,Clothing,5.772776864,243.6566305
236756,B,1,59.01788162,3/11/2024 0:22,Debit Card,9142 Barnes Roads Suite 451 New Lindaburgh; KS 89978,Electronics,8.825117862,53.80948401
198204,B,9,27.73632076,3/8/2024 23:20,PayPal,USCGC Campbell FPO AP 73306,Clothing,0.709361168,247.8561307
963267,D,6,83.55198994,4/17/2024 23:08,PayPal,958 Henry Springs Apt. 659 Jenningsview; MS 46102,Books,14.15416671,430.355412
530332,D,8,29.82204839,2/12/2024 14:15,Credit Card,154 Raymond Village Apt. 912 South Haleyton; FL 92980,Home Decor,7.927516319,219.6632051
104562,C,3,87.48239448,3/2/2024 14:13,Cash,90149 Christine Fords Duncanfurt; TN 30321,Electronics,14.21897934,225.1298726
302695,D,8,48.13913911,1/23/2024 19:30,PayPal,2853 Olson Drive Apt. 840 Graveston; SC 32611,Clothing,8.276385686,353.2396663
807636,A,2,15.17405519,4/21/2024 10:59,Credit Card,931 Gonzalez Plaza Suite 087 Caldwellland; DC 58866,Clothing,9.368703607,27.50488586
177741,D,4,83.51864857,2/14/2024 19:15,Credit Card,757 Rodriguez Wall Suite 085 South Justin; DE 44475,Electronics,17.148785,276.7848604
665090,D,3,60.4564577,2/6/2024 18:16,Cash,60430 Alan Union Suite 327 Crystalfurt; ID 96297,Home Decor,12.6758706,158.379226
164889,C,1,38.65222985,4/1/2024 21:57,Debit Card,8867 Salazar Gardens Apt. 414 New Jeffreyview; SC 82770,Clothing,2.306853847,37.7605794
